Year,Year_Ceremony,Ceremony,Category_Globes,Film,Nominee,Win_Globe,Song_Title,Country
1993,1994,51,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Portrait,Cecilia Peck,FALSE,,
1993,1994,51,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Beau Bridges,TRUE,,
1993,1994,51,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Holly Hunter,FALSE,,
1993,1994,51,Best Director - Motion Picture,The Remains of the Day,James Ivory,FALSE,,
1993,1994,51,Best Motion Picture - Drama,The Remains of the Day,,FALSE,,
1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,The Remains of the Day,Anthony Hopkins,FALSE,,
1993,1994,51,Best Performance by an Actress in a Motion Picture - Drama,The Remains of the Day,Emma Thompson,FALSE,,
1993,1994,51,Best Screenplay - Motion Picture,The Remains of the Day,Ruth Prawer Jhabvala,FALSE,,
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Snapper,Colm Meaney,FALSE,,
1993,1994,51,Best Motion Picture - Foreign Language,The Wedding Banquet,Ang Lee,FALSE,,Taiwan
1993,1994,51,Best Television Series - Drama,The Young Indiana Jones Chronicles,,FALSE,,
1993,1994,51,Best Motion Picture - Foreign Language,Three Colours: Blue,Krzysztof Kieslowski,FALSE,,France
1993,1994,51,Best Original Score - Motion Picture,Three Colours: Blue,Zbigniew Preisner,FALSE,,
1993,1994,51,Best Performance by an Actress in a Motion Picture - Drama,Three Colours: Blue,Juliette Binoche,FALSE,,
1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,What's Eating Gilbert Grape,Leonardo DiCaprio,FALSE,,
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,What's Love Got To Do With It,Angela Bassett,TRUE,,
1993,1994,51,Cecil B. deMille Award,,Robert Redford,FALSE,,
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Against The Wall,Samuel L. Jackson,FALSE,,
1994,1995,52,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Amelia Earhart: The Final Flight,Diane Keaton,FALSE,,
1994,1995,52,Best Performance by an Actor In A Television Series - Drama,"Beverly Hills, 90210",Jason Priestley,FALSE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,Blue Sky,Jessica Lange,TRUE,,
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Breathing Lessons,James Garner,FALSE,,
1994,1995,52,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Breathing Lessons,Joanne Woodward,TRUE,,
1994,1995,52,Best Performance by an Actress in a Supporting Role in any Motion Picture,Bullets Over Broadway,Dianne Wiest,TRUE,,
1994,1995,52,Best Performance by an Actor In A Television Series - Drama,Chicago Hope,Mandy Patinkin,FALSE,,
1994,1995,52,Best Television Series - Drama,Chicago Hope,,FALSE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christy,Tyne Daly,FALSE,,
1994,1995,52,Best Performance by an Actor in a Television Series - Musical or Comedy,Coach,Craig T. Nelson,FALSE,,
1994,1995,52,Best Original Song - Motion Picture,Color of Night,Lauren Christy,FALSE,The Color of the Night,
1994,1995,52,Best Original Song - Motion Picture,Color of Night,Jud J. Friedman,FALSE,The Color of the Night,
1994,1995,52,Best Original Song - Motion Picture,Color of Night,Dominic Frontiere,FALSE,The Color of the Night,
1994,1995,52,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,David's Mother,Kirstie Alley,FALSE,,
1994,1995,52,Best Performance by an Actress In A Television Series - Drama,"Dr. Quinn, Medicine Woman",Jane Seymour,FALSE,,
1994,1995,52,Best Motion Picture - Foreign Language,Eat Drink Man Woman,Ang Lee,FALSE,,Taiwan
1994,1995,52,Best Motion Picture - Musical or Comedy,Ed Wood,,FALSE,,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ed Wood,Johnny Depp,FALSE,,
1994,1995,52,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Wood,Martin Landau,TRUE,,
1994,1995,52,Best Performance by an Actress in a Television Series - Musical or Comedy,Ellen,Ellen DeGeneres,FALSE,,
1994,1995,52,Best Television Series - Drama,ER,,FALSE,,
1994,1995,52,Best Motion Picture - Foreign Language,Farinelli: Il Castrato,Gérard Corbiau,TRUE,,Belgium
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Fatherland,Rutger Hauer,FALSE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Fatherland,Miranda Richardson,TRUE,,
1994,1995,52,Best Television Limited Series or Motion Picture Made for Television,Fatherland,,FALSE,,
1994,1995,52,Best Director - Motion Picture,Forrest Gump,Robert Zemeckis,TRUE,,
1994,1995,52,Best Motion Picture - Drama,Forrest Gump,,TRUE,,
1994,1995,52,Best Original Score - Motion Picture,Forrest Gump,Alan Silvestri,FALSE,,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,Forrest Gump,Tom Hanks,TRUE,,
1994,1995,52,Best Performance by an Actor in a Supporting Role in any Motion Picture,Forrest Gump,Gary Sinise,FALSE,,
1994,1995,52,Best Performance by an Actress in a Supporting Role in any Motion Picture,Forrest Gump,Robin Wright,FALSE,,
1994,1995,52,Best Screenplay - Motion Picture,Forrest Gump,Eric Roth,FALSE,,
1994,1995,52,Best Motion Picture - Musical or Comedy,Four Weddings and a Funeral,,FALSE,,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Four Weddings and a Funeral,Hugh Grant,TRUE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Four Weddings and a Funeral,Andie MacDowell,FALSE,,
1994,1995,52,Best Screenplay - Motion Picture,Four Weddings and a Funeral,Richard Curtis,FALSE,,
1994,1995,52,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Frasier,David Hyde-Pierce,FALSE,,
1994,1995,52,Best Performance by an Actor in a Television Series - Musical or Comedy,Frasier,Kelsey Grammer,FALSE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Frasier,Jane Leeves,FALSE,,
1994,1995,52,Best Television Series - Musical or Comedy,Frasier,,FALSE,,
1994,1995,52,Best Performance by an Actress in a Television Series - Musical or Comedy,Grace Under Fire,Brett Butler,FALSE,,
1994,1995,52,Best Television Series - Musical or Comedy,Grace Under Fire,,FALSE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Guarding Tess,Shirley MacLaine,FALSE,,
1994,1995,52,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Heart of Darkness,John Malkovich,FALSE,,
1994,1995,52,Best Performance by an Actor in a Television Series - Musical or Comedy,Home Improvement,Tim Allen,TRUE,,
1994,1995,52,Best Performance by an Actress in a Television Series - Musical or Comedy,Home Improvement,Patricia Richardson,FALSE,,
1994,1995,52,Best Television Series - Musical or Comedy,Home Improvement,,FALSE,,
1994,1995,52,Best Original Score - Motion Picture,Interview with the Vampire,Elliot Goldenthal,FALSE,,
1994,1995,52,Best Performance by an Actress in a Supporting Role in any Motion Picture,Interview with the Vampire,Kirsten Dunst,FALSE,,
1994,1995,52,Best Original Song - Motion Picture,Junior,James Newton Howard,FALSE,Look What Love Has Done,
1994,1995,52,Best Original Song - Motion Picture,Junior,Carole Bayer Sager,FALSE,Look What Love Has Done,
1994,1995,52,Best Original Song - Motion Picture,Junior,James Ingram,FALSE,Look What Love Has Done,
1994,1995,52,Best Original Song - Motion Picture,Junior,Patty Smyth,FALSE,Look What Love Has Done,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Junior,Arnold Schwarzenegger,FALSE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Junior,Emma Thompson,FALSE,,
1994,1995,52,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Lakota Woman: Siege at Wounded Knee,Irene Bedard,FALSE,,
1994,1995,52,Best Performance by an Actor In A Television Series - Drama,Law & Order,Sam Waterston,FALSE,,
1994,1995,52,Best Director - Motion Picture,Legends of the Fall,Edward Zwick,FALSE,,
1994,1995,52,Best Motion Picture - Drama,Legends of the Fall,,FALSE,,
1994,1995,52,Best Original Score - Motion Picture,Legends of the Fall,James Horner,FALSE,,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,Legends of the Fall,Brad Pitt,FALSE,,
1994,1995,52,Best Performance by an Actor in a Television Series - Musical or Comedy,Mad About You,Paul Reiser,FALSE,,
1994,1995,52,Best Performance by an Actress in a Television Series - Musical or Comedy,Mad About You,Helen Hunt,TRUE,,
1994,1995,52,Best Television Series - Musical or Comedy,Mad About You,,TRUE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Melrose Place,Laura Leighton,FALSE,,
1994,1995,52,Best Performance by an Actress In A Television Series - Drama,Melrose Place,Heather Locklear,FALSE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,Mrs. Parker and The Vicious Circle,Jennifer Jason Leigh,FALSE,,
1994,1995,52,Best Performance by an Actress In A Television Series - Drama,"Murder, She Wrote",Angela Lansbury,FALSE,,
1994,1995,52,Best Performance by an Actress in a Television Series - Musical or Comedy,Murphy Brown,Candice Bergen,FALSE,,
1994,1995,52,Best Performance by an Actress In A Television Series - Drama,My So-Called Life,Claire Danes,TRUE,,
1994,1995,52,Best Director - Motion Picture,Natural Born Killers,Oliver Stone,FALSE,,
1994,1995,52,Best Motion Picture - Drama,Nell,,FALSE,,
1994,1995,52,Best Original Score - Motion Picture,Nell,Mark Isham,FALSE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,Nell,Jodie Foster,FALSE,,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,Nobody's Fool,Paul Newman,FALSE,,
1994,1995,52,Best Performance by an Actor In A Television Series - Drama,NYPD Blue,Dennis Franz,TRUE,,
1994,1995,52,Best Television Series - Drama,NYPD Blue,,FALSE,,
1994,1995,52,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Out of Darkness,Diana Ross,FALSE,,
1994,1995,52,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Picket Fences,Fyvush Finkel,FALSE,,
1994,1995,52,Best Performance by an Actor In A Television Series - Drama,Picket Fences,Tom Skerritt,FALSE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Picket Fences,Leigh Taylor-Young,FALSE,,
1994,1995,52,Best Performance by an Actress In A Television Series - Drama,Picket Fences,Kathy Baker,FALSE,,
1994,1995,52,Best Television Series - Drama,Picket Fences,,FALSE,,
1994,1995,52,Best Director - Motion Picture,Pulp Fiction,Quentin Tarantino,FALSE,,
1994,1995,52,Best Motion Picture - Drama,Pulp Fiction,,FALSE,,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,Pulp Fiction,John Travolta,FALSE,,
1994,1995,52,Best Performance by an Actor in a Supporting Role in any Motion Picture,Pulp Fiction,Samuel L. Jackson,FALSE,,
1994,1995,52,Best Performance by an Actress in a Supporting Role in any Motion Picture,Pulp Fiction,Uma Thurman,FALSE,,
1994,1995,52,Best Screenplay - Motion Picture,Pulp Fiction,Quentin Tarantino,TRUE,,
1994,1995,52,Best Motion Picture - Foreign Language,Queen Margot,Patrice Chéreau,FALSE,,France
1994,1995,52,Best Director - Motion Picture,Quiz Show,Robert Redford,FALSE,,
1994,1995,52,Best Motion Picture - Drama,Quiz Show,,FALSE,,
1994,1995,52,Best Performance by an Actor in a Supporting Role in any Motion Picture,Quiz Show,John Turturro,FALSE,,
1994,1995,52,Best Screenplay - Motion Picture,Quiz Show,Paul Attanasio,FALSE,,
1994,1995,52,Best Motion Picture - Musical or Comedy,Ready to Wear,,FALSE,,
1994,1995,52,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ready to Wear,Sophia Loren,FALSE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Roseanne,Laurie Metcalf,FALSE,,
1994,1995,52,Best Television Limited Series or Motion Picture Made for Television,Roswell,,FALSE,,
1994,1995,52,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Seinfeld,Jason Alexander,FALSE,,
1994,1995,52,Best Performance by an Actor in a Television Series - Musical or Comedy,Seinfeld,Jerry Seinfeld,FALSE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Seinfeld,Julia Louis-Dreyfus,FALSE,,
1994,1995,52,Best Television Series - Musical or Comedy,Seinfeld,,FALSE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Speechless,Geena Davis,FALSE,,
1994,1995,52,Best Motion Picture - Musical or Comedy,"The Adventures of Priscilla, Queen of the Desert",,FALSE,,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"The Adventures of Priscilla, Queen of the Desert",Terence Stamp,FALSE,,
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,The Burning Season,Raul Julia,TRUE,,
1994,1995,52,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Burning Season,Edward James Olmos,TRUE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Burning Season,Sônia Braga,FALSE,,
1994,1995,52,Best Television Limited Series or Motion Picture Made for Television,The Burning Season,,TRUE,,
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The John Larroquette Show,Liz Torres,FALSE,,
1994,1995,52,Best Performance by an Actor in a Television Series - Musical or Comedy,The Larry Sanders Show,Garry Shandling,FALSE,,
1994,1995,52,Best Motion Picture - Musical or Comedy,The Lion King,,TRUE,,
1994,1995,52,Best Original Score - Motion Picture,The Lion King,Hans Zimmer,TRUE,,
1994,1995,52,Best Original Song - Motion Picture,The Lion King,Elton John,FALSE,Circle of Life,
1994,1995,52,Best Original Song - Motion Picture,The Lion King,Tim Rice,FALSE,Circle of Life,
1994,1995,52,Best Original Song - Motion Picture,The Lion King,Elton John,TRUE,Can You Feel the Love Tonight?,
1994,1995,52,Best Original Song - Motion Picture,The Lion King,Tim Rice,TRUE,Can You Feel the Love Tonight?,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Mask,Jim Carrey,FALSE,,
1994,1995,52,Best Television Limited Series or Motion Picture Made for Television,The Return of the Native,,FALSE,,
1994,1995,52,Best Performance by an Actor in a Supporting Role in any Motion Picture,The River Wild,Kevin Bacon,FALSE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,The River Wild,Meryl Streep,FALSE,,
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,The Shawshank Redemption,Morgan Freeman,FALSE,,
1994,1995,52,Best Screenplay - Motion Picture,The Shawshank Redemption,Frank Darabont,FALSE,,
1994,1995,52,Best Original Song - Motion Picture,The Swan Princess,Lex De Azevedo,FALSE,Far Longer Than Forever,
1994,1995,52,Best Original Song - Motion Picture,The Swan Princess,David Zippel,FALSE,Far Longer Than Forever,
1994,1995,52,Best Television Series - Drama,The X-Files,,TRUE,,
1994,1995,52,Best Motion Picture - Foreign Language,Three Colors: Red,Krzysztof Kieslowski,FALSE,,Switzerland
1994,1995,52,Best Motion Picture - Foreign Language,To Live,Zhang Yimou,FALSE,,Hong Kong
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,Tom & Viv,Miranda Richardson,FALSE,,
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True Lies,Jamie Lee Curtis,TRUE,,
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,White Mile,Alan Alda,FALSE,,
1994,1995,52,Best Television Limited Series or Motion Picture Made for Television,White Mile,,FALSE,,
1994,1995,52,Best Original Song - Motion Picture,With Honors,Madonna,FALSE,I'll Remember,
1994,1995,52,Best Original Song - Motion Picture,With Honors,Patrick Leonard,FALSE,I'll Remember,
1994,1995,52,Best Original Song - Motion Picture,With Honors,Richard Page,FALSE,I'll Remember,
1994,1995,52,Cecil B. deMille Award,,Sophia Loren,FALSE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,A Month by the Lake,Vanessa Redgrave,FALSE,,
1995,1996,53,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,A Mother's Prayer,Linda Hamilton,FALSE,,
1995,1996,53,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,A Streetcar Named Desire,Alec Baldwin,FALSE,,
1995,1996,53,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,A Streetcar Named Desire,Jessica Lange,TRUE,,
1995,1996,53,Best Original Score - Motion Picture,A Walk in the Clouds,Maurice Jarre,TRUE,,
1995,1996,53,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,A Woman of Independent Means,Sally Field,FALSE,,
1995,1996,53,Best Director - Motion Picture,Apollo 13,Ron Howard,FALSE,,
1995,1996,53,Best Motion Picture - Drama,Apollo 13,,FALSE,,
1995,1996,53,Best Performance by an Actor in a Supporting Role in any Motion Picture,Apollo 13,Ed Harris,FALSE,,
1995,1996,53,Best Performance by an Actress in a Supporting Role in any Motion Picture,Apollo 13,Kathleen Quinlan,FALSE,,
1995,1996,53,Best Motion Picture - Musical or Comedy,Babe,,TRUE,,
1995,1996,53,Best Original Song - Motion Picture,Batman Forever,Thrill Me,FALSE,"""Hold Me",
1995,1996,53,Best Original Song - Motion Picture,Batman Forever,Kiss Me,FALSE,"""Hold Me",
1995,1996,53,Best Original Song - Motion Picture,Batman Forever,"Kill Me""",FALSE,"""Hold Me",
1995,1996,53,Best Original Song - Motion Picture,Batman Forever,U2,FALSE,"""Hold Me",
1995,1996,53,Best Director - Motion Picture,Braveheart,Mel Gibson,TRUE,,
1995,1996,53,Best Motion Picture - Drama,Braveheart,,FALSE,,
1995,1996,53,Best Original Score - Motion Picture,Braveheart,James Horner,FALSE,,
1995,1996,53,Best Screenplay - Motion Picture,Braveheart,Randall Wallace,FALSE,,
1995,1996,53,Best Motion Picture - Foreign Language,Brother of Sleep,Joseph Vilsmaier,FALSE,,Germany
1995,1996,53,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Buffalo Girls,Sam Elliott,FALSE,,
1995,1996,53,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Buffalo Girls,Melanie Griffith,FALSE,,
1995,1996,53,Best Director - Motion Picture,Casino,Martin Scorsese,FALSE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,Casino,Sharon Stone,TRUE,,
1995,1996,53,Best Television Series - Drama,Chicago Hope,,FALSE,,
1995,1996,53,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Citizen X,Donald Sutherland,TRUE,,
1995,1996,53,Best Television Limited Series or Motion Picture Made for Television,Citizen X,,FALSE,,
1995,1996,53,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cybill,Christine Baranski,FALSE,,
1995,1996,53,Best Performance by an Actress in a Television Series - Musical or Comedy,Cybill,Cybill Shepherd,TRUE,,
1995,1996,53,Best Television Series - Musical or Comedy,Cybill,,TRUE,,
1995,1996,53,Best Performance by an Actor in a Motion Picture - Drama,Dead Man Walking,Sean Penn,FALSE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,Dead Man Walking,Susan Sarandon,FALSE,,
1995,1996,53,Best Screenplay - Motion Picture,Dead Man Walking,Tim Robbins,FALSE,,
1995,1996,53,Best Original Score - Motion Picture,Don Juan DeMarco,Michael Kamen,FALSE,,
1995,1996,53,Best Original Song - Motion Picture,Don Juan DeMarco,Bryan Adams,FALSE,Have You Ever Really Loved a Woman?,
1995,1996,53,Best Original Song - Motion Picture,Don Juan DeMarco,Michael Kamen,FALSE,Have You Ever Really Loved a Woman?,
1995,1996,53,Best Original Song - Motion Picture,Don Juan DeMarco,Robert John Lange,FALSE,Have You Ever Really Loved a Woman?,
1995,1996,53,Best Performance by an Actress In A Television Series - Drama,"Dr. Quinn, Medicine Woman",Jane Seymour,TRUE,,
1995,1996,53,Best Performance by an Actress in a Television Series - Musical or Comedy,Ellen,Ellen DeGeneres,FALSE,,
1995,1996,53,Best Performance by an Actor In A Television Series - Drama,ER,Anthony Edwards,FALSE,,
1995,1996,53,Best Performance by an Actor In A Television Series - Drama,ER,George Clooney,FALSE,,
1995,1996,53,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",ER,Julianna Margulies,FALSE,,
1995,1996,53,Best Performance by an Actress In A Television Series - Drama,ER,Sherry Stringfield,FALSE,,
1995,1996,53,Best Television Series - Drama,ER,,FALSE,,
1995,1996,53,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Father of the Bride Part II,Steve Martin,FALSE,,
1995,1996,53,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Frasier,David Hyde-Pierce,FALSE,,
1995,1996,53,Best Performance by an Actor in a Television Series - Musical or Comedy,Frasier,Kelsey Grammer,TRUE,,
1995,1996,53,Best Television Series - Musical or Comedy,Frasier,,FALSE,,
1995,1996,53,Best Motion Picture - Foreign Language,French Twist,Josiane Balasko,FALSE,,France
1995,1996,53,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Friends,Lisa Kudrow,FALSE,,
1995,1996,53,Best Television Series - Musical or Comedy,Friends,,FALSE,,
1995,1996,53,Best Motion Picture - Musical or Comedy,Get Shorty,,FALSE,,
1995,1996,53,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Get Shorty,John Travolta,TRUE,,
1995,1996,53,Best Screenplay - Motion Picture,Get Shorty,Scott Frank,FALSE,,
1995,1996,53,Best Performance by an Actor in a Television Series - Musical or Comedy,Home Improvement,Tim Allen,FALSE,,
1995,1996,53,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Indictment: The McMartin Trial,James Woods,FALSE,,
1995,1996,53,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Indictment: The McMartin Trial,Henry Thomas,FALSE,,
1995,1996,53,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Indictment: The McMartin Trial,Shirley Knight,TRUE,,
1995,1996,53,Best Television Limited Series or Motion Picture Made for Television,Indictment: The McMartin Trial,,TRUE,,
1995,1996,53,Best Director - Motion Picture,Leaving Las Vegas,Mike Figgis,FALSE,,
1995,1996,53,Best Motion Picture - Drama,Leaving Las Vegas,,FALSE,,
1995,1996,53,Best Performance by an Actor in a Motion Picture - Drama,Leaving Las Vegas,Nicolas Cage,TRUE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,Leaving Las Vegas,Elisabeth Shue,FALSE,,
1995,1996,53,Best Motion Picture - Foreign Language,Les Misérables,Claude Lelouch,TRUE,,France
1995,1996,53,Best Motion Picture - Foreign Language,Like Two Crocodiles,Giacomo Campiotti,FALSE,,Italy
1995,1996,53,Best Performance by an Actor in a Television Series - Musical or Comedy,Mad About You,Paul Reiser,FALSE,,
1995,1996,53,Best Performance by an Actress in a Television Series - Musical or Comedy,Mad About You,Helen Hunt,FALSE,,
1995,1996,53,Best Television Series - Musical or Comedy,Mad About You,,FALSE,,
1995,1996,53,Best Performance by an Actress In A Television Series - Drama,Melrose Place,Heather Locklear,FALSE,,
1995,1996,53,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mighty Aphrodite,Mira Sorvino,TRUE,,
1995,1996,53,Best Performance by an Actor in a Motion Picture - Drama,Mr. Holland's Opus,Richard Dreyfuss,FALSE,,
1995,1996,53,Best Screenplay - Motion Picture,Mr. Holland's Opus,Patrick Sheane Duncan,FALSE,,
1995,1996,53,Best Performance by an Actor In A Television Series - Drama,Murder One,Daniel Benzali,FALSE,,
1995,1996,53,Best Television Series - Drama,Murder One,,FALSE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Muriel's Wedding,Toni Collette,FALSE,,
1995,1996,53,Best Performance by an Actress in a Television Series - Musical or Comedy,Murphy Brown,Candice Bergen,FALSE,,
1995,1996,53,Best Performance by an Actor in a Motion Picture - Drama,Nixon,Anthony Hopkins,FALSE,,
1995,1996,53,Best Performance by an Actor In A Television Series - Drama,NYPD Blue,Jimmy Smits,TRUE,,
1995,1996,53,Best Television Series - Drama,NYPD Blue,,FALSE,,
1995,1996,53,Best Television Series - Drama,Party of Five,,TRUE,,
1995,1996,53,Best Performance by an Actress In A Television Series - Drama,Picket Fences,Kathy Baker,FALSE,,
1995,1996,53,Best Original Score - Motion Picture,Pocahontas,Alan Menken,FALSE,,
1995,1996,53,Best Original Song - Motion Picture,Pocahontas,Alan Menken,TRUE,Colors of the Wind,
1995,1996,53,Best Original Song - Motion Picture,Pocahontas,Stephen Schwartz,TRUE,Colors of the Wind,
1995,1996,53,Best Performance by an Actor in a Motion Picture - Drama,Richard III,Ian McKellen,FALSE,,
1995,1996,53,Best Performance by an Actor in a Supporting Role in any Motion Picture,Rob Roy,Tim Roth,FALSE,,
1995,1996,53,Best Motion Picture - Musical or Comedy,Sabrina,,FALSE,,
1995,1996,53,Best Original Song - Motion Picture,Sabrina,John Williams,FALSE,"""Moonlight""",
1995,1996,53,Best Original Song - Motion Picture,Sabrina,Alan Bergman,FALSE,"""Moonlight""",
1995,1996,53,Best Original Song - Motion Picture,Sabrina,Marilyn Bergman,FALSE,"""Moonlight""",
1995,1996,53,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Sabrina,Harrison Ford,FALSE,,
1995,1996,53,Best Performance by an Actor in a Television Series - Musical or Comedy,Seinfeld,Jerry Seinfeld,FALSE,,
1995,1996,53,Best Television Series - Musical or Comedy,Seinfeld,,FALSE,,
1995,1996,53,Best Director - Motion Picture,Sense and Sensibility,Ang Lee,FALSE,,
1995,1996,53,Best Motion Picture - Drama,Sense and Sensibility,,TRUE,,
1995,1996,53,Best Original Score - Motion Picture,Sense and Sensibility,Patrick Doyle,FALSE,,
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,Sense and Sensibility,Emma Thompson,FALSE,,
1995,1996,53,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sense and Sensibility,Kate Winslet,FALSE,,
1995,1996,53,Best Screenplay - Motion Picture,Sense and Sensibility,Emma Thompson,TRUE,,
1995,1996,53,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Serving in Silence: The Margarethe Cammermeyer Story,Glenn Close,FALSE,,
1995,1996,53,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Serving in Silence: The Margarethe Cammermeyer Story,Judy Davis,FALSE,,
1995,1996,53,Best Television Limited Series or Motion Picture Made for Television,Serving in Silence: The Margarethe Cammermeyer Story,,FALSE,,
1995,1996,53,Best Motion Picture - Foreign Language,Shanghai Triad,Zhang Yimou,FALSE,,China
1995,1996,53,Best Performance by an Actress in a Supporting Role in any Motion Picture,Something To Talk About,Kyra Sedgwick,FALSE,,
1995,1996,53,Best Director - Motion Picture,The American President,Rob Reiner,FALSE,,
1995,1996,53,Best Motion Picture - Musical or Comedy,The American President,,FALSE,,
